Index,Label
3509.png,6
3510.png,6
3511.png,6
3512.png,6
3513.png,7
3514.png,7
3515.png,7
3516.png,7
3517.png,7
3518.png,7
3519.png,7
3520.png,7
3521.png,8
3522.png,8
3523.png,8
3524.png,8
3525.png,8
3526.png,8
3527.png,8
3528.png,8
3529.png,9
3530.png,9
3531.png,9
3532.png,9
3533.png,9
3534.png,9
3535.png,9
3536.png,9
3537.png,10
3538.png,10
3539.png,10
3540.png,10
3541.png,10
3542.png,10
3543.png,10
3544.png,10
3545.png,11
3546.png,11
3547.png,11
3548.png,11
3549.png,11
3550.png,11
3551.png,11
3552.png,11
3553.png,12
3554.png,12
3555.png,12
3556.png,12
3557.png,12
3558.png,12
3559.png,12
3560.png,12
3561.png,13
3562.png,13
3563.png,13
3564.png,13
3565.png,13
3566.png,13
3567.png,13
3568.png,13
3569.png,14
3570.png,14
3571.png,14
3572.png,14
3573.png,14
3574.png,14
3575.png,14
3576.png,14
3577.png,15
3578.png,15
3579.png,15
3580.png,15
3581.png,15
3582.png,15
3583.png,15
3584.png,15
3585.png,0
3586.png,1
3587.png,2
3588.png,3
3589.png,4
3590.png,5
3591.png,6
3592.png,7
3593.png,8
3594.png,9
3595.png,10
3596.png,11
3597.png,12
3598.png,13
3599.png,14
3600.png,15
3601.png,0
3602.png,1
3603.png,2
3604.png,3
3605.png,4
3606.png,5
3607.png,6
3608.png,7
3609.png,8
3610.png,9
3611.png,10
3612.png,11
3613.png,12
3614.png,13
3615.png,14
3616.png,15
3617.png,0
3618.png,1
3619.png,2
3620.png,3
3621.png,4
3622.png,5
3623.png,6
3624.png,7
3625.png,8
3626.png,9
3627.png,10
3628.png,11
3629.png,12
3630.png,13
3631.png,14
3632.png,15
3633.png,0
3634.png,1
3635.png,2
3636.png,3
3637.png,4
3638.png,5
3639.png,6
3640.png,7
3641.png,8
3642.png,9
3643.png,10
3644.png,11
3645.png,12
3646.png,13
3647.png,14
3648.png,15
3649.png,0
3650.png,1
3651.png,2
3652.png,3
3653.png,4
3654.png,5
3655.png,6
3656.png,7
3657.png,8
3658.png,9
3659.png,10
3660.png,11
3661.png,12
3662.png,13
3663.png,14
3664.png,15
3665.png,0
3666.png,1
3667.png,2
3668.png,3
3669.png,4
3670.png,5
3671.png,6
3672.png,7
3673.png,8
3674.png,9
3675.png,10
3676.png,11
3677.png,12
3678.png,13
3679.png,14
3680.png,15
3681.png,0
3682.png,1
3683.png,2
3684.png,3
3685.png,4
3686.png,5
3687.png,6
3688.png,7
3689.png,8
3690.png,9
3691.png,10
3692.png,11
3693.png,12
3694.png,13
3695.png,14
3696.png,15
3697.png,0
3698.png,1
3699.png,2
3700.png,3
3701.png,4
3702.png,5
3703.png,6
3704.png,7
3705.png,8
3706.png,9
3707.png,10
3708.png,11
3709.png,12
3710.png,13
3711.png,14
3712.png,15
3713.png,0
3714.png,0
3715.png,0
3716.png,0
3717.png,0
3718.png,0
3719.png,0
3720.png,0
3721.png,1
3722.png,1
3723.png,1
3724.png,1
3725.png,1
3726.png,1
3727.png,1
3728.png,1
3729.png,2
3730.png,2
3731.png,2
3732.png,2
3733.png,2
3734.png,2
3735.png,2
3736.png,2
3737.png,3
3738.png,3
3739.png,3
3740.png,3
3741.png,3
3742.png,3
3743.png,3
3744.png,3
3745.png,4
3746.png,4
3747.png,4
3748.png,4
3749.png,4
3750.png,4
3751.png,4
3752.png,4
3753.png,5
3754.png,5
3755.png,5
3756.png,5
3757.png,5
3758.png,5
3759.png,5
3760.png,5
3761.png,6
3762.png,6
3763.png,14
3764.png,6
3765.png,6
3766.png,6
3767.png,6
3768.png,6
3769.png,6
3770.png,7
3771.png,7
3772.png,7
3773.png,7
3774.png,7
3775.png,7
3776.png,7
3777.png,7
3778.png,8
3779.png,8
3780.png,8
3781.png,8
3782.png,8
3783.png,8
3784.png,8
3785.png,8
3786.png,9
3787.png,9
3788.png,9
3789.png,9
3790.png,9
3791.png,9
3792.png,9
3793.png,9
3794.png,10
3795.png,10
3796.png,10
3797.png,10
3798.png,10
3799.png,10
3800.png,10
3801.png,10
3802.png,11
3803.png,11
3804.png,11
3805.png,11
3806.png,11
3807.png,11
3808.png,11
3809.png,11
3810.png,12
3811.png,12
3812.png,12
3813.png,12
3814.png,12
3815.png,12
3816.png,12
3817.png,12
3818.png,13
3819.png,13
3820.png,13
3821.png,13
3822.png,13
3823.png,13
3824.png,13
3825.png,13
3826.png,14
3827.png,14
3828.png,14
3829.png,14
3830.png,14
3831.png,14
3832.png,14
3833.png,15
3834.png,15
3835.png,15
3836.png,15
3837.png,15
3838.png,15
3839.png,15
3840.png,15
